Cliente;Grupo_de_Cliente;Country;Proyecto;Producto;SearchName;ProductLine;BusinessUnit;ProductGroupId;Grupo_de_Producto;LINENUM;SALESQTY;SALESPRICE;SALESUNIT;Unidad_Monetaria;Monto;DATE;Sede_de_la_empresa_a_la_que_se_le_pidio_el_producto
C013915;Cliente;USA;PJ-22-3053;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;2;-1;2200;pcs;USD;-2200;8/11/2022__19:17:35;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;2;3;2000;pcs;USD;6000;30/09/2022__20:24:03;Sede1
C013915;Cliente;USA;PJ-22-3053;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;2;1;2200;pcs;USD;2200;22/09/2022__10:32:06;Sede1
C0253;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;16/09/2022__12:41:51;Sede1
C0109;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;16/08/2022__12:48:50;Sede1
C9391;Cliente;PRI;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;51;720;pcs;USD;36720;29/04/2022__12:43:17;Sede1
C9391;Cliente;PRI;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;4;60;720;pcs;USD;43200;22/04/2022__16:19:57;Sede1
C9391;Cliente;PRI;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;3;-60;720;pcs;USD;-43200;22/04/2022__15:36:54;Sede1
C0109;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;2;1000;pcs;USD;2000;25/03/2022__19:58:31;Sede1
C9391;Cliente;PRI;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;2;60;720;pcs;USD;43200;21/02/2022__14:28:41;Sede1
C9322;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;1000;pcs;USD;1000;16/02/2022__12:37:23;Sede1
C010639;Cliente;USA;PJ-21-3535;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;1700;pcs;USD;1700;21/01/2022__16:08:26;Sede1
C010639;Cliente;USA;PJ-21-3535;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;-1;1700;pcs;USD;-1700;21/01/2022__16:07:41;Sede1
C0109;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;1000;pcs;USD;1000;14/01/2022__14:03:07;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;11;1;2000;pcs;USD;2000;15/05/2023__18:05:47;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;10;-1;2000;pcs;USD;-2000;15/05/2023__18:04:39;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;9;1;2000;pcs;USD;2000;11/05/2023__15:06:06;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;8;-1;2000;pcs;USD;-2000;11/05/2023__15:04:53;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;7;1;2000;pcs;USD;2000;8/05/2023__18:27:00;Sede1
C010639;Cliente;USA;PJ-22-2399;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;6;-1;2000;pcs;USD;-2000;8/05/2023__18:25:47;Sede1
C014536;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;20/03/2023__14:48:42;Sede1
C0062;Cliente;USA;NULL;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;1;1;900;pcs;USD;900;21/03/2023__19:23:00;Sede1
C015513;Government;USA;PJ-22-4188;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;9;-1;2000;pcs;USD;-2000;10/03/2023__15:13:39;Sede1
C015513;Government;USA;PJ-22-4188;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;8;-1;2000;pcs;USD;-2000;10/03/2023__15:11:35;Sede1
C015513;Government;USA;PJ-22-4188;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;7;-1;2000;pcs;USD;-2000;10/03/2023__15:09:51;Sede1
C015513;Government;USA;PJ-22-4188;11155;ATS_STD_200;ATS200;Venta;FG-ATS;ATS;3;1;2000;pcs;USD;2000;10/03/2023__14:49:24;Sede1
C016427;Cliente;USA;PJ-23-0779;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;28/04/2023__16:53:04;Sede1
C9665;Cliente;USA;PJ-21-2057;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;17/09/2021__19:56:20;Sede1
C9322;Cliente;USA;NULL;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;700;pcs;USD;700;17/09/2021__19:41:06;Sede1
C9538;Cliente;USA;PJ-21-2022;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;16/09/2021__16:51:29;Sede1
C9370;Cliente;USA;PJ-21-2021;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;16/09/2021__16:50:48;Sede1
C010189;Cliente;USA;PJ-21-2897;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2.75;1;0;pcs;USD;0;19/10/2021__19:31:16;Sede1
C9453;Cliente;USA;PJ-21-2392;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;2;0;pcs;USD;0;2/10/2021__16:11:37;Sede1
C9516;Cliente;NULL;PJ-21-2200;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;550;pcs;USD;550;22/09/2021__12:27:01;Sede1
C8879;Cliente;USA;PJ-21-1452;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__14:55:20;Sede1
C8838;Cliente;USA;PJ-21-1384;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__14:28:21;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__14:09:02;Sede1
C8751;Cliente;USA;PJ-21-1221;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__14:02:30;Sede1
C7111;Cliente;USA;PJ-21-1202;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__14:02:01;Sede1
C8714;Cliente;USA;PJ-21-1168;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;756.6519;pcs;USD;756.65;18/09/2021__13:58:00;Sede1
C8716;Cliente;USA;PJ-21-1167;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;18/09/2021__13:57:57;Sede1
C011500;Cliente;USA;PJ-22-0707;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;9/03/2022__00:58:03;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;17/02/2022__15:58:27;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;10/02/2022__17:06:24;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;10/02/2022__17:05:43;Sede1
C9716;Cliente;USA;PJ-22-0179;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;31/01/2022__18:52:56;Sede1
C8838;Cliente;USA;PJ-21-4005;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;28/01/2022__19:15:39;Sede1
C9056;Cliente;USA;PJ-21-2477;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;26/01/2022__20:16:38;Sede1
C011193;Cliente;USA;PJ-22-0135;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;25/01/2022__22:37:52;Sede1
C011151;Cliente;USA;PJ-22-0099;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;20/01/2022__22:26:29;Sede1
C8716;Cliente;USA;PJ-21-1167;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;15/12/2021__21:42:21;Sede1
C9516;Cliente;NULL;PJ-21-2200;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;550;pcs;USD;550;15/12/2021__21:41:34;Sede1
C8716;Cliente;USA;PJ-21-1167;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;15/12/2021__21:41:20;Sede1
C9516;Cliente;NULL;PJ-21-2200;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;550;pcs;USD;-550;15/12/2021__21:39:34;Sede1
C8929;Cliente;USA;PJ-21-1523;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;11;1;0;pcs;USD;0;18/11/2021__20:46:20;Sede1
C8942;Cliente;USA;PJ-21-1538;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;11;1;0;pcs;USD;0;18/11/2021__20:45:01;Sede1
C010189;Cliente;USA;PJ-21-2897;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;10;1;0;pcs;USD;0;17/11/2021__15:37:32;Sede1
C010189;Cliente;USA;PJ-21-2897;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;9;-1;0;pcs;USD;0;17/11/2021__15:35:44;Sede1
C8946;Cliente;USA;PJ-21-1543;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;4;1;0;pcs;USD;0;12/11/2021__20:30:52;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;0;pcs;USD;0;12/11/2021__14:16:39;Sede1
C2906;Cliente;USA;PJ-21-1273;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;12/11/2021__14:15:43;Sede1
C9434;Cliente;USA;NULL;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;3;650;pcs;USD;1950;5/11/2021__13:15:27;Sede1
C012645;Cliente;USA;PJ-23-0697;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;19/04/2023__14:21:50;Sede1
C016152;Cliente;USA;PJ-23-0525;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;23/03/2023__13:17:41;Sede1
C4750;Cliente;USA;PJ-23-0392;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;7;1;750;pcs;USD;750;14/03/2023__19:07:57;Sede1
C4750;Cliente;USA;PJ-23-0392;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;6;-1;750;pcs;USD;-750;14/03/2023__19:06:22;Sede1
C4750;Cliente;USA;PJ-23-0392;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;1/03/2023__11:54:36;Sede1
C015551;Cliente;USA;PJ-23-0026;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;12/01/2023__21:30:37;Sede1
C015339;Cliente;USA;PJ-22-4098;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;14/12/2022__15:07:05;Sede1
C014308;Cliente;USA;PJ-22-3278;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;6;-1;0;pcs;USD;0;9/12/2022__15:25:59;Sede1
C013932;Cliente;USA;PJ-22-3074;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;20/10/2022__17:38:14;Sede1
C014590;Cliente;USA;PJ-22-3467;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;13/10/2022__21:13:56;Sede1
C014505;Cliente;USA;PJ-22-3379;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;2;850;pcs;USD;1700;10/10/2022__18:56:05;Sede1
C013865;Cliente;USA;PJ-22-3026;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;7/10/2022__20:19:06;Sede1
C013865;Cliente;USA;PJ-22-3026;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;-1;0;pcs;USD;0;7/10/2022__20:13:29;Sede1
C014308;Cliente;USA;PJ-22-3278;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;3/10/2022__15:56:39;Sede1
C014360;Cliente;USA;PJ-22-3276;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1.5;1;850;pcs;USD;850;3/10/2022__15:54:19;Sede1
C014194;Cliente;USA;PJ-22-3195;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;27/09/2022__19:30:48;Sede1
C9121;Cliente;USA;NULL;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;1;650;pcs;USD;650;27/09/2022__15:47:33;Sede1
C013989;Cliente;USA;PJ-22-3095;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;850;pcs;USD;850;23/09/2022__17:36:08;Sede1
C013932;Cliente;USA;PJ-22-3074;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;22/09/2022__19:50:27;Sede1
C013865;Cliente;USA;PJ-22-3026;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;21/09/2022__16:24:09;Sede1
C013828;Cliente;USA;PJ-22-3002;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;20/09/2022__18:56:19;Sede1
C013662;Cliente;USA;PJ-22-2930;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;15/09/2022__20:29:25;Sede1
C013481;Cliente;USA;PJ-22-2754;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;1/09/2022__01:56:39;Sede1
C013170;Cliente;USA;PJ-22-2505;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;-1;0;pcs;USD;0;24/08/2022__16:13:44;Sede1
C013170;Cliente;USA;PJ-22-2505;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;15/08/2022__17:04:17;Sede1
C012645;Cliente;USA;PJ-22-2019;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;-1;0;pcs;USD;0;12/08/2022__14:27:26;Sede1
C012466;Cliente;USA;PJ-22-1929;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;2/08/2022__20:28:12;Sede1
C012466;Cliente;USA;PJ-22-1929;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;1;-1;0;pcs;USD;0;2/08/2022__20:23:05;Sede1
C013004;Cliente;USA;PJ-22-2339;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;27/07/2022__11:48:46;Sede1
C012914;Cliente;USA;PJ-22-2272;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;19/07/2022__15:41:21;Sede1
C012886;Cliente;USA;PJ-22-2257;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;18/07/2022__16:51:04;Sede1
C012645;Cliente;USA;PJ-22-2019;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;27/06/2022__18:41:52;Sede1
C012466;Cliente;USA;PJ-22-1929;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;17/06/2022__12:40:02;Sede1
C011542;Cliente;USA;PJ-22-0778;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;2;750;pcs;USD;1500;9/06/2022__22:29:40;Sede1
C011542;Cliente;USA;PJ-22-0778;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;15;-1;750;pcs;USD;-750;9/06/2022__20:58:24;Sede1
C011542;Cliente;USA;PJ-22-0778;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;14;-1;750;pcs;USD;-750;9/06/2022__20:57:05;Sede1
C012156;Cliente;USA;PJ-22-1474;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;2/06/2022__13:55:06;Sede1
C011561;Cliente;USA;PJ-22-0881;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;17/05/2022__15:58:38;Sede1
C011561;Cliente;USA;PJ-22-0881;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;-1;0;pcs;USD;0;17/05/2022__15:52:56;Sede1
C011542;Cliente;USA;PJ-22-0778;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;2;750;pcs;USD;1500;11/05/2022__14:06:19;Sede1
C011990;Cliente;USA;PJ-22-1258;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;20/04/2022__17:24:24;Sede1
C2907;Cliente;PRI;PJ-22-1090;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;8/04/2022__19:24:49;Sede1
C011561;Cliente;USA;PJ-22-0881;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;21/03/2022__12:18:52;Sede1
C016674;Cliente;USA;PJ-23-0980;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;29/05/2023__14:11:40;Sede1
C016635;Cliente;USA;PJ-23-0959;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;24/05/2023__21:42:53;Sede1
C016522;Cliente;USA;PJ-23-0919;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;19/05/2023__18:09:52;Sede1
C016542;Cliente;USA;PJ-23-0889;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;16/05/2023__21:40:32;Sede1
C016532;Cliente;USA;PJ-23-0882;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;16/05/2023__17:05:48;Sede1
C016515;Cliente;USA;PJ-23-0871;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;15/05/2023__15:56:13;Sede1
C012567;Cliente;USA;PJ-23-0821;11152;ATS_STD_100;ATS100NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;8/05/2023__18:16:08;Sede1
C011579;Cliente;USA;PJ-22-0837;13873;ATS_SPC_600_ABB;ATS600;Venta;FG-ATS;ATS;5;1;0;pcs;USD;0;7/06/2022__20:47:39;Sede1
C011579;Cliente;USA;PJ-22-0837;13873;ATS_SPC_600_ABB;ATS600;Venta;FG-ATS;ATS;7;-1;0;pcs;USD;0;7/06/2022__21:53:55;Sede1
C011579;Cliente;USA;PJ-22-0837;13873;ATS_SPC_600_ABB;ATS600;Venta;FG-ATS;ATS;6;1;5500;pcs;USD;5500;7/06/2022__21:14:51;Sede1
C011579;Cliente;USA;PJ-22-0837;13873;ATS_SPC_600_ABB;ATS600;Venta;FG-ATS;ATS;4;-1;5500;pcs;USD;-5500;7/06/2022__20:13:42;Sede1
C011579;Cliente;USA;PJ-22-0837;13873;ATS_SPC_600_ABB;ATS600;Venta;FG-ATS;ATS;2;1;5500;pcs;USD;5500;15/03/2022__21:41:50;Sede1
C012903;Cliente;USA;PJ-22-2262;11186;ATS_STD_800;ATS800;Venta;FG-ATS;ATS;1;1;5000;pcs;USD;5000;18/07/2022__19:12:37;Sede1
C014192;Cliente;USA;PJ-22-3683;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;-1;36500;pcs;USD;-36500;24/05/2023__20:10:51;Sede1
C015513;Government;USA;PJ-22-4188;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;6;-1;37500;pcs;USD;-37500;10/03/2023__15:02:25;Sede1
C015513;Government;USA;PJ-22-4188;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;37500;pcs;USD;37500;10/03/2023__14:49:24;Sede1
C015513;Government;USA;PJ-22-4188;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;37500;pcs;USD;37500;9/01/2023__11:55:16;Sede1
C014192;Cliente;USA;PJ-22-3683;11246;RK150STDUL;RK150;Venta;FG-GEN;GENERADORES;1;1;36500;pcs;USD;36500;31/10/2022__12:46:17;Sede1
C010236;Cliente;USA;PJ-23-0499;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;29000;pcs;USD;29000;17/03/2023__18:05:37;Sede1
C015720;Cliente;USA;PJ-23-0136;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;29500;pcs;USD;29500;31/01/2023__20:05:41;Sede1
C012905;Cliente;USA;PJ-22-2259;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;29000;pcs;USD;29000;3/10/2022__19:33:14;Sede1
C0109;Cliente;USA;PJ-22-0001;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;24500;pcs;USD;24500;3/01/2022__16:36:51;Sede1
C010008;Cliente;USA;PJ-21-2391;11254;RK100STDUL;RK100;Venta;FG-GEN;GENERADORES;1;1;24500;pcs;USD;24500;2/10/2021__16:01:42;Sede1
C016166;Cliente;USA;PJ-23-0544;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;5;1;0;pcs;USD;0;5/04/2023__11:57:18;Sede1
C010008;Cliente;USA;PJ-21-2391;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;5;1;1450;pcs;USD;1450;27/10/2021__22:18:05;Sede1
C9318;Cliente;USA;PJ-21-0974;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;4;1;750;pcs;USD;750;18/09/2021__13:18:41;Sede1
C9318;Cliente;USA;PJ-21-1562;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;8;1;750;pcs;USD;750;15/12/2021__20:07:50;Sede1
C010752;Cliente;USA;PJ-21-3722;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;29/11/2021__23:26:37;Sede1
C010790;Cliente;USA;PJ-21-3674;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;23/11/2021__20:50:07;Sede1
C010748;Cliente;NULL;PJ-21-3643;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;22/11/2021__20:59:53;Sede1
C8929;Cliente;USA;PJ-21-1507;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;11;1;0;pcs;USD;0;18/11/2021__20:47:17;Sede1
C010704;Cliente;USA;PJ-21-3521;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;11/11/2021__22:40:41;Sede1
C010694;Cliente;NULL;PJ-21-3515;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;11/11/2021__22:37:53;Sede1
C9484;Cliente;NULL;PJ-21-3360;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;4/11/2021__00:43:19;Sede1
C0109;Cliente;USA;NULL;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;750;pcs;USD;750;1/11/2021__15:37:56;Sede1
C9887;Cliente;USA;PJ-21-3252;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;29/10/2021__15:54:11;Sede1
C011542;Cliente;USA;PJ-22-0778;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;6;-1;950;pcs;USD;-950;11/05/2022__14:01:02;Sede1
C011542;Cliente;USA;PJ-22-0778;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;-1;950;pcs;USD;-950;11/05/2022__13:53:09;Sede1
C012157;Cliente;USA;PJ-22-1446;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;5/05/2022__11:04:53;Sede1
C011977;Cliente;USA;PJ-22-1239;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2.75;1;950;pcs;USD;950;19/04/2022__19:25:40;Sede1
C011905;Cliente;USA;PJ-22-1212;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;18/04/2022__13:23:53;Sede1
C011903;Cliente;USA;PJ-22-1182;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;6;1;0;pcs;USD;0;13/04/2022__19:48:32;Sede1
C011712;Cliente;USA;PJ-22-1076;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;8/04/2022__14:19:13;Sede1
C011542;Cliente;USA;PJ-22-0778;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;6;1;950;pcs;USD;950;31/03/2022__17:27:17;Sede1
C011542;Cliente;USA;PJ-22-0778;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;31/03/2022__17:27:16;Sede1
C011623;Cliente;USA;PJ-22-0937;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;23/03/2022__18:50:04;Sede1
C011616;Cliente;USA;PJ-22-0897;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;22/03/2022__18:33:38;Sede1
C010639;Cliente;USA;PJ-22-0127;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;1;1;950;pcs;USD;950;17/02/2022__19:49:11;Sede1
C010639;Cliente;USA;PJ-22-0127;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;1;-1;950;pcs;USD;-950;17/02/2022__19:47:17;Sede1
C010639;Cliente;USA;PJ-22-0127;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;25/01/2022__17:07:38;Sede1
C011012;Cliente;USA;PJ-21-3990;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;0;pcs;USD;0;19/01/2022__23:49:37;Sede1
C011111;Cliente;USA;PJ-22-0070;12215;ATS_STD_200;ATS200NL;Venta;FG-ATS;ATS;2;1;950;pcs;USD;950;14/01/2022__21:54:44;Sede1
